date,is_weekend,is_major_holiday,is_signature_promo_day,is_thanksgiving_special,is_christmas_week_special,is_closed,is_summer_deal_active,is_grad_season,is_major_sporting_event_window,is_special_day,day_of_week,month,weather,covers,avg_check,sales,labor_cost_pct,is_pos_outage
2024-08-20,False,False,False,False,False,False,True,False,False,False,Tuesday,8,clear,196.0,27.66,5421.49,0.3096,False
2024-08-21,False,False,False,False,False,False,True,False,False,False,Wednesday,8,clear,174.0,27.56,4794.9,0.295,False
2024-08-22,False,False,False,False,False,False,True,False,False,False,Thursday,8,clear,169.0,28.29,4781.34,0.3007,False
2024-08-23,False,False,False,False,False,False,True,False,False,False,Friday,8,clear,192.0,23.04,4422.75,0.292,False
2024-08-24,True,False,False,False,False,False,True,False,False,False,Saturday,8,rain,341.0,27.5,9376.01,0.2845,False
2024-08-25,True,False,False,False,False,False,True,False,False,False,Sunday,8,clear,313.0,27.29,8542.07,0.3219,False
2024-08-26,False,False,False,False,False,False,True,False,False,False,Monday,8,clear,178.0,28.1,5002.0,0.2899,False
2024-08-27,False,False,False,False,False,False,True,False,False,False,Tuesday,8,clear,205.0,25.46,5219.75,0.2849,False
2024-08-28,False,False,False,False,False,False,True,False,False,False,Wednesday,8,clear,195.0,26.43,5154.8,0.3083,False
2024-08-29,False,False,False,False,False,False,True,False,False,False,Thursday,8,clear,181.0,29.62,5361.98,0.2799,False
2024-08-30,False,False,False,False,False,False,True,False,False,False,Friday,8,rain,159.0,28.84,4585.15,0.2861,False
2024-08-31,True,False,False,False,False,False,True,False,False,False,Saturday,8,clear,324.0,28.44,9215.41,0.295,False
2024-09-01,True,False,False,False,False,False,False,False,False,False,Sunday,9,clear,355.0,26.76,9499.69,0.2941,False
2024-09-02,False,False,False,False,False,False,False,False,False,False,Monday,9,clear,171.0,29.79,5094.89,0.2961,False
2024-09-03,False,False,False,False,False,False,False,False,False,False,Tuesday,9,rain,197.0,28.53,5620.45,0.3207,False
2024-09-04,False,False,False,False,False,False,False,False,False,False,Wednesday,9,rain,199.0,21.44,4266.93,0.3018,False
2024-09-05,False,False,False,False,False,False,False,False,False,False,Thursday,9,clear,211.0,25.04,5283.67,0.2555,False
2024-09-06,False,False,False,False,False,False,False,False,False,False,Friday,9,clear,191.0,26.52,5065.62,0.2973,False
2024-09-07,True,False,False,False,False,False,False,False,False,False,Saturday,9,clear,351.0,31.84,11176.2,0.2901,False
2024-09-08,True,False,False,False,False,False,False,False,False,False,Sunday,9,clear,338.0,32.35,10933.14,0.2908,False
2024-09-09,False,False,False,False,False,False,False,False,False,False,Monday,9,rain,177.0,26.9,4761.49,0.2977,False
2024-09-10,False,False,False,False,False,False,False,False,False,False,Tuesday,9,clear,178.0,27.89,4964.71,0.2925,False
2024-09-11,False,False,False,False,False,False,False,False,False,False,Wednesday,9,clear,188.0,26.2,4925.77,0.2923,False
2024-09-12,False,False,False,False,False,False,False,False,False,False,Thursday,9,rain,174.0,23.98,4172.58,0.3064,False
2024-09-13,False,False,False,False,False,False,False,False,False,False,Friday,9,clear,223.0,25.2,5619.04,0.2812,False
2024-09-14,True,False,False,False,False,False,False,False,False,False,Saturday,9,clear,361.0,29.07,10492.89,0.2772,False
2024-09-15,True,False,False,False,False,False,False,False,False,False,Sunday,9,clear,380.0,28.88,10974.24,0.3354,False
2024-09-16,False,False,False,False,False,False,False,False,False,False,Monday,9,clear,210.0,20.74,4354.37,0.2855,False
2024-09-17,False,False,False,False,False,False,False,False,False,False,Tuesday,9,clear,173.0,24.79,4288.49,0.2981,False
2024-09-18,False,False,False,False,False,False,False,False,False,False,Wednesday,9,clear,196.0,26.18,5130.49,0.2696,False
2024-09-19,False,False,False,False,False,False,False,False,False,False,Thursday,9,clear,193.0,25.14,4851.4,0.2953,False
2024-09-20,False,False,False,False,False,False,False,False,False,False,Friday,9,clear,199.0,25.24,5023.0,0.2786,False
2024-09-21,True,False,False,False,False,False,False,False,False,False,Saturday,9,clear,325.0,30.75,9993.4,0.2861,False
2024-09-22,True,False,False,False,False,False,False,False,False,False,Sunday,9,clear,370.0,25.48,9426.91,0.31,False
2024-09-23,False,False,False,False,False,False,False,False,False,False,Monday,9,clear,217.0,21.39,4640.74,0.3018,False
2024-09-24,False,False,False,False,False,False,False,False,False,False,Tuesday,9,clear,193.0,24.94,4812.67,0.3023,False
2024-09-25,False,False,False,False,False,False,False,False,False,False,Wednesday,9,clear,201.0,28.5,5727.85,0.2622,False
2024-09-26,False,False,False,False,False,False,False,False,False,False,Thursday,9,rain,179.0,31.84,5698.67,0.3165,False
2024-09-27,False,False,False,False,False,False,False,False,False,False,Friday,9,rain,177.0,28.56,5054.84,0.2745,False
2024-09-28,True,False,False,False,False,False,False,False,False,False,Saturday,9,clear,334.0,24.32,8121.3,0.3208,False
2024-09-29,True,False,False,False,False,False,False,False,False,False,Sunday,9,clear,395.0,28.2,11140.0,0.3049,False
2024-09-30,False,False,False,False,False,False,False,False,False,False,Monday,9,clear,212.0,26.81,5684.39,0.2977,False
2024-10-01,False,False,False,False,False,False,False,True,False,False,Tuesday,10,clear,236.0,26.56,6268.17,0.273,False
2024-10-02,False,False,False,False,False,False,False,True,False,False,Wednesday,10,rain,252.0,27.74,6990.04,0.2841,False
2024-10-03,False,False,False,False,False,False,False,True,False,False,Thursday,10,clear,277.0,23.29,6451.5,0.2777,False
2024-10-04,False,False,False,False,False,False,False,True,False,False,Friday,10,clear,260.0,26.2,6812.89,0.2833,False
2024-10-05,True,False,False,False,False,False,False,True,False,False,Saturday,10,clear,433.0,30.5,13206.6,0.2802,False
2024-10-06,True,False,False,False,False,False,False,True,False,False,Sunday,10,rain,481.0,32.02,15401.86,0.2474,False
2024-10-07,False,False,False,False,False,False,False,True,False,False,Monday,10,clear,248.0,23.6,5853.76,0.3049,False
2024-10-08,False,False,False,False,False,False,False,True,False,False,Tuesday,10,rain,225.0,,5612.65,0.2882,False
2024-10-09,False,False,False,False,False,False,False,True,False,False,Wednesday,10,clear,265.0,18.8,4980.91,0.2856,False
2024-10-10,False,False,False,False,False,False,False,True,False,False,Thursday,10,heavy_rain,235.0,24.13,5670.92,0.2807,False
2024-10-11,False,False,False,False,False,False,False,True,False,False,Friday,10,clear,237.0,24.41,5786.18,0.2938,False
2024-10-12,True,False,False,False,False,False,False,True,False,False,Saturday,10,rain,444.0,25.66,11393.18,0.2755,False
2024-10-13,True,False,False,False,False,False,False,True,False,False,Sunday,10,heavy_rain,386.0,29.58,11418.69,0.255,False
2024-10-14,False,False,False,True,False,False,False,True,False,True,Monday,10,heavy_rain,868.0,28.02,24325.92,0.2561,False
2024-10-15,False,False,False,False,False,False,False,True,False,False,Tuesday,10,rain,221.0,19.83,4381.53,0.3039,False
2024-10-16,False,False,False,False,False,False,False,False,False,False,Wednesday,10,rain,218.0,26.68,5816.49,0.2853,False
2024-10-17,False,False,False,False,False,False,False,False,False,False,Thursday,10,rain,225.0,23.26,5233.3,0.2742,False
2024-10-18,False,False,False,False,False,False,False,False,False,False,Friday,10,rain,215.0,27.56,5925.48,0.289,False
2024-10-19,True,False,False,False,False,False,False,False,False,False,Saturday,10,clear,401.0,24.87,9970.99,0.2708,False
2024-10-20,True,False,False,False,False,False,False,False,False,False,Sunday,10,rain,408.0,29.1,11874.68,0.2722,False
2024-10-21,False,False,False,False,False,False,False,False,False,False,Monday,10,rain,217.0,25.13,5453.51,0.279,False
2024-10-22,False,False,False,False,False,False,False,False,False,False,Tuesday,10,heavy_rain,188.0,26.96,5069.06,0.305,False
2024-10-23,False,False,False,False,False,False,False,False,False,False,Wednesday,10,clear,223.0,26.39,5885.41,0.2825,False
2024-10-24,False,False,False,False,False,False,False,False,False,False,Thursday,10,clear,257.0,25.22,6480.5,0.2779,False
2024-10-25,False,False,False,False,False,False,False,False,False,False,Friday,10,rain,208.0,21.62,4497.52,0.3248,False
2024-10-26,True,False,False,False,False,False,False,False,False,False,Saturday,10,clear,402.0,24.29,9764.25,0.2987,False
2024-10-27,True,False,False,False,False,False,False,False,False,False,Sunday,10,clear,460.0,27.04,12437.31,0.2912,False
2024-10-28,False,False,False,False,False,False,False,False,False,False,Monday,10,clear,219.0,25.97,5688.35,0.2834,False
2024-10-29,False,False,False,False,False,False,False,False,False,False,Tuesday,10,clear,228.0,24.17,5510.73,0.281,False
2024-10-30,False,False,False,False,False,False,False,False,False,False,Wednesday,10,clear,215.0,28.03,6025.53,0.2543,False
2024-10-31,False,False,False,False,False,False,False,False,False,False,Thursday,10,clear,246.0,25.14,6185.24,0.3008,False
2024-11-01,False,False,False,False,False,False,False,False,False,False,Friday,11,rain,229.0,23.16,5302.94,0.2978,False
2024-11-02,True,False,False,False,False,False,False,False,False,False,Saturday,11,clear,414.0,28.05,11611.95,0.2856,False
2024-11-03,True,False,False,False,False,False,False,False,False,False,Sunday,11,rain,356.0,29.8,10607.64,0.289,False
2024-11-04,False,False,False,False,False,False,False,False,False,False,Monday,11,rain,,,,,True
2024-11-05,False,False,False,False,False,False,False,False,False,False,Tuesday,11,clear,228.0,32.57,7426.78,0.2562,False
2024-11-06,False,False,False,False,False,False,False,False,False,False,Wednesday,11,heavy_rain,208.0,23.99,4990.87,0.2839,False
2024-11-07,False,False,False,False,False,False,False,False,False,False,Thursday,11,heavy_rain,200.0,25.77,5154.35,0.2748,False
2024-11-08,False,False,False,False,False,False,False,False,False,False,Friday,11,rain,216.0,27.36,5910.64,0.3143,False
2024-11-09,True,False,False,False,False,False,False,False,False,False,Saturday,11,clear,363.0,28.92,10497.45,0.3045,False
2024-11-10,True,False,False,False,False,False,False,False,False,False,Sunday,11,rain,367.0,27.31,10022.46,0.2596,False
2024-11-11,False,False,False,False,False,False,False,False,False,False,Monday,11,heavy_rain,193.0,21.59,4166.68,0.2746,False
2024-11-12,False,False,False,False,False,False,False,False,False,False,Tuesday,11,rain,194.0,24.45,4744.09,0.2921,False
2024-11-13,False,False,False,False,False,False,False,False,False,False,Wednesday,11,heavy_rain,197.0,22.86,4502.81,0.2884,False
2024-11-14,False,False,False,False,False,False,False,False,False,False,Thursday,11,rain,190.0,21.13,4015.54,0.2782,False
2024-11-15,False,False,False,False,False,False,False,False,False,False,Friday,11,rain,199.0,23.63,4702.83,0.3235,False
2024-11-16,True,False,False,False,False,False,False,False,False,False,Saturday,11,clear,389.0,25.58,9948.97,0.2976,False
2024-11-17,True,False,False,False,False,False,False,False,False,False,Sunday,11,rain,337.0,31.1,10482.19,0.2985,False
2024-11-18,False,False,False,False,False,False,False,False,False,False,Monday,11,clear,238.0,27.94,6650.84,0.2733,False
2024-11-19,False,False,False,False,False,False,False,False,False,False,Tuesday,11,rain,218.0,23.33,5085.39,0.3031,False
2024-11-20,False,False,False,False,False,False,False,False,False,False,Wednesday,11,heavy_rain,181.0,25.2,4561.31,0.2894,False
2024-11-21,False,False,False,False,False,False,False,False,False,False,Thursday,11,clear,211.0,20.8,4389.48,0.2918,False
2024-11-22,False,False,False,False,False,False,False,False,False,False,Friday,11,rain,211.0,24.5,5170.03,0.301,False
2024-11-23,True,False,False,False,False,False,False,False,False,False,Saturday,11,clear,403.0,30.42,12260.16,0.2621,False
2024-11-24,True,False,False,False,False,False,False,False,False,False,Sunday,11,rain,367.0,32.02,11750.49,0.3119,False
2024-11-25,False,False,False,False,False,False,False,False,False,False,Monday,11,clear,211.0,23.87,5036.11,0.2953,False
2024-11-26,False,False,False,False,False,False,False,False,False,False,Tuesday,11,heavy_rain,219.0,29.5,6460.04,0.304,False
2024-11-27,False,False,False,False,False,False,False,False,False,False,Wednesday,11,clear,229.0,21.68,4963.84,0.2768,False
2024-11-28,False,False,False,False,False,False,False,False,False,False,Thursday,11,snow,168.0,22.38,3760.64,0.2856,False
2024-11-29,False,False,False,False,False,False,False,False,False,False,Friday,11,heavy_rain,209.0,28.31,5917.03,0.2703,False
2024-11-30,True,False,False,False,False,False,False,False,False,False,Saturday,11,rain,369.0,35.44,13077.22,0.2881,False
2024-12-01,True,False,False,False,False,False,False,False,False,False,Sunday,12,heavy_rain,332.0,30.77,10215.31,0.2931,False
2024-12-02,False,False,False,False,False,False,False,False,False,False,Monday,12,heavy_rain,202.0,25.87,5226.64,0.2845,False
2024-12-03,False,False,False,False,False,False,False,False,False,False,Tuesday,12,snow,165.0,19.98,3296.51,0.2868,False
2024-12-04,False,False,False,False,False,False,False,False,False,False,Wednesday,12,clear,221.0,20.4,4507.8,0.2764,False
2024-12-05,False,False,False,False,False,False,False,False,False,False,Thursday,12,rain,215.0,26.41,5677.49,0.2883,False
2024-12-06,False,False,False,False,False,False,False,False,False,False,Friday,12,clear,243.0,24.91,6052.28,0.28,False
2024-12-07,True,False,False,False,False,False,False,False,False,False,Saturday,12,rain,366.0,25.4,9294.97,0.2844,False
2024-12-08,True,False,False,False,False,False,False,False,False,False,Sunday,12,clear,429.0,29.23,12539.22,0.309,False
2024-12-09,False,False,False,False,False,False,False,False,False,False,Monday,12,rain,202.0,26.36,5325.06,0.2897,False
2024-12-10,False,False,False,False,False,False,False,False,False,False,Tuesday,12,rain,196.0,29.12,5707.53,0.3079,False
2024-12-11,False,False,False,False,False,False,False,False,False,False,Wednesday,12,rain,189.0,26.43,4995.22,0.2848,False
2024-12-12,False,False,False,False,False,False,False,False,False,False,Thursday,12,rain,190.0,30.13,5724.6,0.2924,False
2024-12-13,False,False,False,False,False,False,False,False,False,False,Friday,12,heavy_rain,196.0,26.02,5100.89,0.2913,False
2024-12-14,True,False,False,False,False,False,False,False,False,False,Saturday,12,heavy_rain,354.0,28.6,10124.9,0.2669,False
2024-12-15,True,False,False,False,False,False,False,False,False,False,Sunday,12,rain,382.0,32.95,12587.18,0.3071,False
2024-12-16,False,False,False,False,False,False,False,False,False,False,Monday,12,rain,218.0,23.12,5040.09,0.2905,False
2024-12-17,False,False,False,False,False,False,False,False,False,False,Tuesday,12,snow,150.0,36.45,5466.89,0.3014,False
2024-12-18,False,False,False,False,True,False,False,False,False,True,Wednesday,12,clear,724.0,29.82,21589.92,0.2387,False
2024-12-19,False,False,False,False,True,False,False,False,False,True,Thursday,12,clear,728.0,30.79,22417.75,0.2475,False
2024-12-20,False,False,False,False,True,False,False,False,False,True,Friday,12,clear,828.0,29.9,24755.22,0.237,False
2024-12-21,True,False,False,False,True,False,False,False,False,True,Saturday,12,rain,791.0,30.34,23991.06,0.2731,False
2024-12-22,True,False,False,False,True,False,False,False,False,True,Sunday,12,rain,954.0,25.61,24435.2,0.258,False
2024-12-23,False,False,False,False,True,False,False,False,False,True,Monday,12,heavy_rain,808.0,27.13,21926.24,0.2555,False
2024-12-24,False,False,False,False,False,False,False,False,False,False,Tuesday,12,rain,196.0,30.77,6030.76,0.3075,False
2024-12-25,False,False,False,False,False,True,False,False,False,False,Wednesday,12,rain,0.0,0.0,0.0,,False
2024-12-26,False,False,False,False,False,False,False,False,False,False,Thursday,12,heavy_rain,196.0,26.34,5161.95,0.3033,False
2024-12-27,False,False,False,False,False,False,False,False,False,False,Friday,12,heavy_rain,195.0,22.3,4348.5,0.275,False
2024-12-28,True,False,False,False,False,False,False,False,False,False,Saturday,12,clear,405.0,30.89,12510.54,0.2754,False
2024-12-29,True,False,False,False,False,False,False,False,False,False,Sunday,12,rain,350.0,26.82,9386.84,0.2793,False
2024-12-30,False,False,False,False,False,False,False,False,False,False,Monday,12,rain,216.0,26.31,5683.91,0.2999,False
2024-12-31,False,False,False,False,False,False,False,False,False,False,Tuesday,12,clear,195.0,25.13,4900.07,0.2958,False
2025-01-01,False,False,False,False,False,False,False,False,False,False,Wednesday,1,clear,193.0,32.76,6321.98,0.2647,False
2025-01-02,False,False,False,False,False,False,False,False,False,False,Thursday,1,snow,127.0,32.98,4188.74,0.2943,False
2025-01-03,False,False,False,False,False,False,False,False,False,False,Friday,1,rain,195.0,26.15,5098.38,0.2698,False
2025-01-04,True,False,False,False,False,False,False,False,False,False,Saturday,1,rain,351.0,29.22,10257.45,0.2912,False
2025-01-05,True,False,False,False,False,False,False,False,False,False,Sunday,1,rain,346.0,27.73,9594.27,0.269,False
2025-01-06,False,False,False,False,False,False,False,False,False,False,Monday,1,rain,185.0,29.69,5492.69,0.298,False
2025-01-07,False,False,False,False,False,False,False,False,False,False,Tuesday,1,snow,159.0,24.99,3974.01,0.304,False
2025-01-08,False,False,False,False,False,False,False,False,False,False,Wednesday,1,heavy_rain,172.0,24.72,4251.51,0.3254,False
2025-01-09,False,False,False,False,False,False,False,False,False,False,Thursday,1,rain,195.0,29.24,5701.74,0.3016,False
2025-01-10,False,False,False,False,False,False,False,False,False,False,Friday,1,rain,185.0,24.37,4509.12,0.2891,False
2025-01-11,True,False,False,False,False,False,False,False,False,False,Saturday,1,snow,274.0,28.87,7910.08,0.3107,False
2025-01-12,True,False,False,False,False,False,False,False,False,False,Sunday,1,rain,330.0,23.99,7915.92,0.2774,False
2025-01-13,False,False,False,False,False,False,False,False,False,False,Monday,1,snow,136.0,28.29,3847.79,0.2846,False
2025-01-14,False,False,False,False,False,False,False,False,False,False,Tuesday,1,clear,184.0,32.82,6038.65,0.2921,False
2025-01-15,False,False,False,False,False,False,False,False,False,False,Wednesday,1,heavy_rain,182.0,28.35,5159.79,0.2595,False
2025-01-16,False,False,False,False,False,False,False,False,False,False,Thursday,1,rain,170.0,30.99,5267.5,0.2907,False
2025-01-17,False,False,False,False,False,False,False,False,False,False,Friday,1,clear,189.0,23.49,4439.56,0.2805,False
2025-01-18,True,False,False,False,False,False,False,False,False,False,Saturday,1,rain,327.0,29.83,9755.78,0.2949,False
2025-01-19,True,False,False,False,False,False,False,False,False,False,Sunday,1,rain,316.0,25.9,8183.37,0.2815,False
2025-01-20,False,False,False,False,False,False,False,False,False,False,Monday,1,clear,197.0,25.3,4983.9,0.2992,False
2025-01-21,False,False,False,False,False,False,False,False,False,False,Tuesday,1,rain,173.0,28.52,4934.73,0.2934,False
2025-01-22,False,False,False,False,False,False,False,False,False,False,Wednesday,1,heavy_rain,161.0,26.32,4237.46,0.3179,False
2025-01-23,False,False,False,False,False,False,False,False,False,False,Thursday,1,clear,202.0,21.95,4433.07,0.2959,False
2025-01-24,False,False,False,False,False,False,False,False,False,False,Friday,1,rain,211.0,22.2,4685.14,0.2829,False
2025-01-25,True,False,False,False,False,False,False,False,False,False,Saturday,1,rain,333.0,24.57,8182.06,0.294,False
2025-01-26,True,False,False,False,False,False,False,False,False,False,Sunday,1,clear,342.0,30.76,10520.5,0.2711,False
2025-01-27,False,False,False,False,False,False,False,False,False,False,Monday,1,snow,156.0,33.31,5195.87,0.2978,False
2025-01-28,False,False,False,False,False,False,False,False,False,False,Tuesday,1,heavy_rain,162.0,30.62,4960.13,0.3018,False
2025-01-29,False,False,False,False,False,False,False,False,False,False,Wednesday,1,clear,199.0,20.71,4121.13,0.3346,False
2025-01-30,False,False,False,False,False,False,False,False,False,False,Thursday,1,snow,138.0,30.83,4255.12,0.2875,False
2025-01-31,False,False,False,False,False,False,False,False,False,False,Friday,1,heavy_rain,168.0,29.09,4887.46,0.2893,False
2025-02-01,True,False,False,False,False,False,False,False,False,False,Saturday,2,clear,351.0,24.09,8456.12,0.2883,False
2025-02-02,True,False,False,False,False,False,False,False,False,False,Sunday,2,heavy_rain,290.0,27.96,8109.51,0.3011,False
2025-02-03,False,False,False,False,False,False,False,False,False,False,Monday,2,clear,218.0,29.65,6464.33,0.2905,False
2025-02-04,False,False,False,False,False,False,False,False,False,False,Tuesday,2,snow,130.0,27.78,3610.79,0.2995,False
2025-02-05,False,False,False,False,False,False,False,False,False,False,Wednesday,2,rain,191.0,22.22,4244.07,0.3131,False
2025-02-06,False,False,False,False,False,False,False,False,False,False,Thursday,2,rain,181.0,27.98,5063.85,0.2831,False
2025-02-07,False,False,False,False,False,False,False,False,False,False,Friday,2,clear,207.0,20.12,4164.35,0.3121,False
2025-02-08,True,False,False,False,False,False,False,False,False,False,Saturday,2,heavy_rain,279.0,28.23,7877.52,0.3066,False
2025-02-09,True,False,False,False,False,False,False,False,False,False,Sunday,2,clear,365.0,33.24,12133.77,0.2867,False
2025-02-10,False,False,False,False,False,False,False,False,False,False,Monday,2,clear,218.0,26.06,5680.52,0.2843,False
2025-02-11,False,False,False,False,False,False,False,False,False,False,Tuesday,2,clear,205.0,24.49,5020.24,0.329,False
2025-02-12,False,False,False,False,False,False,False,False,False,False,Wednesday,2,rain,187.0,28.93,5409.58,0.2782,False
2025-02-13,False,False,False,False,False,False,False,False,False,False,Thursday,2,clear,223.0,29.23,6517.45,0.2889,False
2025-02-14,False,False,False,False,False,False,False,False,False,False,Friday,2,heavy_rain,159.0,30.43,4837.75,0.2824,False
2025-02-15,True,False,False,False,False,False,False,False,False,False,Saturday,2,rain,347.0,32.21,11176.2,0.3163,False
2025-02-16,True,False,False,False,False,False,False,False,False,False,Sunday,2,clear,366.0,33.02,12084.68,0.3003,False
2025-02-17,False,False,False,False,False,False,False,False,False,False,Monday,2,clear,201.0,28.39,5706.44,0.2787,False
2025-02-18,False,False,False,False,False,False,False,False,False,False,Tuesday,2,clear,200.0,26.84,5368.36,0.2984,False
2025-02-19,False,False,False,False,False,False,False,False,False,False,Wednesday,2,rain,177.0,26.28,4651.7,0.2985,False
2025-02-20,False,False,False,False,False,False,False,False,False,False,Thursday,2,heavy_rain,169.0,25.27,4270.66,0.289,False
2025-02-21,False,False,False,False,False,False,False,False,False,False,Friday,2,clear,207.0,22.48,4653.3,0.306,False
2025-02-22,True,False,False,False,False,False,False,False,False,False,Saturday,2,heavy_rain,329.0,25.86,8507.61,0.3026,False
2025-02-23,True,False,False,False,False,False,False,False,False,False,Sunday,2,clear,372.0,28.04,10429.02,0.2948,False
2025-02-24,False,False,False,False,False,False,False,False,False,False,Monday,2,heavy_rain,174.0,26.76,4657.0,0.294,False
2025-02-25,False,False,False,False,False,False,False,False,False,False,Tuesday,2,heavy_rain,164.0,30.91,5068.81,0.2988,False
2025-02-26,False,False,False,False,False,False,False,False,False,False,Wednesday,2,rain,177.0,25.87,4578.98,0.2985,False
2025-02-27,False,False,False,False,False,False,False,False,False,False,Thursday,2,rain,185.0,29.33,5425.52,0.2913,False
2025-02-28,False,False,False,False,False,False,False,False,False,False,Friday,2,heavy_rain,205.0,29.6,6067.03,0.2773,False
2025-03-01,True,False,False,False,False,False,False,False,False,False,Saturday,3,clear,374.0,28.21,10548.91,0.3166,False
2025-03-02,True,False,False,False,False,False,False,False,False,False,Sunday,3,clear,395.0,31.15,12302.34,0.2707,False
2025-03-03,False,False,False,False,False,False,False,False,False,False,Monday,3,clear,212.0,25.25,5353.25,0.2972,False
2025-03-04,False,False,False,False,False,False,False,False,False,False,Tuesday,3,rain,198.0,30.47,6033.12,0.2823,False
2025-03-05,False,False,False,False,False,False,False,False,False,False,Wednesday,3,rain,205.0,28.06,5752.6,0.315,False
2025-03-06,False,False,False,False,False,False,False,False,False,False,Thursday,3,rain,205.0,22.54,4620.46,0.2812,False
2025-03-07,False,False,False,False,False,False,False,False,False,False,Friday,3,heavy_rain,179.0,26.51,4745.09,0.2831,False
2025-03-08,True,False,False,False,False,False,False,False,False,False,Saturday,3,clear,385.0,35.34,13606.63,0.2683,False
2025-03-09,True,False,False,False,False,False,False,False,False,False,Sunday,3,rain,329.0,28.38,9335.74,0.2994,False
2025-03-10,False,False,False,False,False,False,False,False,False,False,Monday,3,clear,206.0,27.44,5651.63,0.2686,False
2025-03-11,False,False,False,False,False,False,False,False,False,False,Tuesday,3,clear,218.0,27.76,6051.72,0.2798,False
2025-03-12,False,False,False,False,False,False,False,False,False,False,Wednesday,3,rain,212.0,22.96,4867.27,0.2612,False
2025-03-13,False,False,False,False,False,False,False,False,False,False,Thursday,3,snow,160.0,27.64,4422.92,0.2995,False
2025-03-14,False,False,False,False,False,False,False,False,False,False,Friday,3,rain,200.0,22.0,4399.09,0.2885,False
2025-03-15,True,False,False,False,False,False,False,False,False,False,Saturday,3,clear,357.0,26.9,9604.21,0.2715,False
2025-03-16,True,False,False,False,False,False,False,False,False,False,Sunday,3,rain,319.0,33.0,10525.68,0.3076,False
2025-03-17,False,False,False,False,False,False,False,False,False,False,Monday,3,clear,200.0,27.14,5427.45,0.2708,False
2025-03-18,False,False,False,False,False,False,False,False,False,False,Tuesday,3,heavy_rain,179.0,25.07,4487.02,0.3075,False
2025-03-19,False,False,False,False,False,False,False,False,False,False,Wednesday,3,rain,186.0,27.43,5102.16,0.2817,False
2025-03-20,False,False,False,False,False,False,False,False,False,False,Thursday,3,clear,224.0,25.81,5782.15,0.3125,False
2025-03-21,False,False,False,False,False,False,False,False,False,False,Friday,3,clear,224.0,26.04,5832.8,0.2994,False
2025-03-22,True,False,False,False,False,False,False,False,False,False,Saturday,3,clear,417.0,31.38,13084.72,0.2692,False
2025-03-23,True,False,False,False,False,False,False,False,False,False,Sunday,3,snow,238.0,26.58,6325.11,0.289,False
2025-03-24,False,False,False,False,False,False,False,False,False,False,Monday,3,rain,194.0,26.13,5068.47,0.3014,False
2025-03-25,False,False,False,False,False,False,False,False,False,False,Tuesday,3,rain,178.0,25.04,4457.79,0.2917,False
2025-03-26,False,False,False,False,False,False,False,False,False,False,Wednesday,3,rain,162.0,21.5,3482.2,0.2985,False
2025-03-27,False,False,False,False,False,False,False,False,False,False,Thursday,3,rain,177.0,23.28,4120.75,0.3166,False
2025-03-28,False,False,False,False,False,False,False,False,False,False,Friday,3,clear,204.0,31.38,6402.23,0.2738,False
2025-03-29,True,False,False,False,False,False,False,False,False,False,Saturday,3,heavy_rain,311.0,30.37,9445.14,0.2956,False
2025-03-30,True,False,False,False,False,False,False,False,False,False,Sunday,3,clear,378.0,24.74,9352.13,0.3088,False
2025-03-31,False,False,False,False,False,False,False,False,False,False,Monday,3,rain,201.0,21.61,4344.04,0.3084,False
2025-04-01,False,False,False,False,False,False,False,False,False,False,Tuesday,4,rain,197.0,25.65,5053.52,0.29,False
2025-04-02,False,False,False,False,False,False,False,False,False,False,Wednesday,4,rain,213.0,31.36,6679.05,0.2792,False
2025-04-03,False,False,False,False,False,False,False,False,False,False,Thursday,4,heavy_rain,185.0,25.42,4703.4,0.2683,False
2025-04-04,False,False,False,False,False,False,False,False,False,False,Friday,4,clear,205.0,30.42,6235.08,0.2701,False
2025-04-05,True,False,False,False,False,False,False,False,False,False,Saturday,4,clear,350.0,30.25,10587.83,0.2959,False
2025-04-06,True,False,False,False,False,False,False,False,False,False,Sunday,4,clear,420.0,30.69,12888.63,0.2828,False
2025-04-07,False,False,False,False,False,False,False,False,False,False,Monday,4,clear,216.0,22.15,4784.27,0.295,False
2025-04-08,False,False,False,False,False,False,False,False,False,False,Tuesday,4,clear,202.0,29.1,5877.38,0.3035,False
2025-04-09,False,False,False,False,False,False,False,False,False,False,Wednesday,4,clear,217.0,24.98,5419.73,0.2726,False
2025-04-10,False,False,False,False,False,False,False,False,False,False,Thursday,4,clear,209.0,28.84,6026.98,0.2836,False
2025-04-11,False,False,False,False,False,False,False,False,False,False,Friday,4,clear,194.0,23.58,4574.51,,False
2025-04-12,True,False,False,False,False,False,False,False,False,False,Saturday,4,clear,377.0,29.62,11167.77,0.279,False
2025-04-13,True,False,False,False,False,False,False,False,False,False,Sunday,4,rain,347.0,30.25,10497.17,0.3128,False
2025-04-14,False,False,False,False,False,False,False,False,False,False,Monday,4,rain,180.0,25.52,4594.29,0.3086,False
2025-04-15,False,False,False,False,False,False,False,False,False,False,Tuesday,4,clear,243.0,27.29,6632.28,0.2882,False
2025-04-16,False,False,False,False,False,False,False,False,False,False,Wednesday,4,clear,212.0,25.18,5338.58,0.3178,False
2025-04-17,False,False,False,False,False,False,False,False,False,False,Thursday,4,clear,208.0,24.05,5002.77,0.2702,False
